Feature,Importance
Bit 1279,0.0008387734412328216
Bit 1386,0.0008381057446297328
Bit 352,0.0008359831461062005
Bit 1604,0.0008359108743649181
Bit 1236,0.000831091611288278
Bit 1853,0.0008297435173802369
Bit 1911,0.0008263066478371571
Bit 1731,0.0008248554819165561
Bit 147,0.0008208567989720099
Bit 589,0.0008174205417030964
Bit 883,0.0008151900713768665
Bit 1447,0.0008150280210242577
Bit 1567,0.0008139669687056082
Bit 1985,0.0008112269089807126
Bit 1696,0.0008108736494456867
Bit 2013,0.0008101886571026423
Bit 647,0.0008091214535398276
Bit 104,0.0008043769384937971
Bit 564,0.0008031340805954062
Bit 606,0.0007989728687793604
Bit 448,0.0007983700903462672
Bit 1507,0.0007981210347909968
Bit 1738,0.0007971167321713708
Bit 1948,0.0007967281747200402
Bit 725,0.0007922226082753813
Bit 407,0.0007905972546403928
Bit 527,0.0007903703019229832
Bit 1489,0.0007869777568316154
Bit 1894,0.0007846734776312771
Bit 1147,0.0007846331209593136
Bit 691,0.0007834596111004102
Bit 996,0.0007829803783922006
Bit 446,0.0007791544917342356
Bit 1873,0.0007781715568488847
Bit 833,0.0007766286083804449
Bit 1264,0.0007723773824534164
Bit 1582,0.0007721489594089215
Bit 145,0.0007691984511801252
Bit 118,0.0007689471087729752
Bit 368,0.0007684315864260911
Bit 1926,0.0007679262182224816
Bit 349,0.0007672222918713731
Bit 1455,0.0007671304968431969
Bit 32,0.0007661766699096156
Bit 252,0.0007633419948569563
Bit 745,0.0007619632687906121
Bit 1956,0.0007619012828070467
Bit 1844,0.000761239871674418
Bit 974,0.0007608854543965606
Bit 1422,0.0007606077118955318
Bit 794,0.0007553155972461685
Bit 1586,0.0007525909744393902
Bit 937,0.0007488163004252172
Bit 1631,0.0007471044947141991
Bit 1920,0.000745466184536755
Bit 1285,0.0007444770401190848
Bit 1766,0.0007443105297868777
Bit 412,0.0007442853458560078
Bit 335,0.0007439764434454592
Bit 689,0.0007412542816470359
Bit 1362,0.0007411999080501349
Bit 1384,0.0007404019408641025
Bit 759,0.0007385683014172318
Bit 1309,0.0007380862623115779
Bit 2021,0.0007378360040000367
Bit 1238,0.0007368390855708507
Bit 1626,0.0007366761956685476
Bit 1524,0.0007366664634048334
Bit 747,0.0007365549110935621
Bit 1569,0.0007355020132113858
Bit 237,0.0007349784290752058
Bit 168,0.000734769196571624
Bit 381,0.000734240872103039
Bit 1077,0.0007341928339971117
Bit 1816,0.0007303665364116755
Bit 1673,0.0007299603048440859
Bit 341,0.000728260543798278
Bit 1027,0.0007253768063865583
Bit 235,0.0007247318080038776
Bit 92,0.0007195108064318388
Bit 1096,0.0007191056500048042
Bit 1290,0.0007184082647903215
Bit 29,0.0007155337139948112
Bit 1070,0.000714206929747135
Bit 1482,0.000711904342044908
Bit 211,0.0007098977673732578
Bit 2000,0.0007089647369264945
Bit 394,0.0007084999970492339
Bit 2,0.0007081740952175213
Bit 728,0.0007054749962076021
Bit 1942,0.0007041033262234368
Bit 586,0.0007028215226805344
Bit 824,0.0007027817551164086
Bit 1143,0.0007020410285206198
Bit 1487,0.0007016528668116548
Bit 1141,0.0006988783285405824
Bit 1728,0.0006970107260903279
Bit 1120,0.0006969302514703434
Bit 1563,0.0006967653444672642
Bit 1136,0.0006953184205005668
Bit 1856,0.0006934036377607873
Bit 165,0.0006931580943570139
Bit 1644,0.0006886347201796798
Bit 5,0.00068695058053891
Bit 1440,0.0006832598589221086
Bit 1104,0.0006826473457897779
Bit 94,0.0006817485600042926
Bit 1321,0.000681117951392662
Bit 371,0.0006798224209341166
Bit 115,0.000679554850442474
Bit 806,0.0006789416764391537
Bit 1005,0.0006772128416108335
Bit 798,0.0006767535409901614
Bit 526,0.0006761512929922662
Bit 14,0.000675565745771818
Bit 1665,0.000675055929911462
Bit 469,0.0006747875238285728
Bit 1157,0.0006733396535149064
Bit 1361,0.0006718688021671568
Bit 1694,0.0006704499695663733
Bit 1280,0.0006689547990864981
Bit 1961,0.0006678045464097842
Bit 873,0.0006675191565697975
Bit 1123,0.0006673037730624574
Bit 41,0.0006653473653526026
Bit 588,0.0006637295075167766
Bit 1198,0.0006627356586161276
Bit 652,0.0006617890564322797
Bit 597,0.0006608448084587973
Bit 440,0.000659892308641934
Bit 623,0.0006575420782070125
Bit 474,0.0006566316341276685
Bit 932,0.0006559392287058986
Bit 1783,0.0006555408288872217
Bit 1594,0.0006555232334241742
Bit 1126,0.0006550218401680919
Bit 1233,0.0006540800409172884
Bit 680,0.0006535217067681849
Bit 1453,0.0006526554918669992
Bit 1427,0.0006524969505140709
Bit 1229,0.0006519873212347679
Bit 1031,0.0006518116728649895
Bit 1430,0.0006508401484274517
Bit 1014,0.0006507369314535911
Bit 1155,0.0006500575511293043
Bit 463,0.0006496787466408519
Bit 498,0.0006494285839655459
Bit 1436,0.0006481652503500237
Bit 800,0.0006461722567797282
Bit 1721,0.0006460470979987363
Bit 1317,0.0006435525174921401
Bit 1910,0.0006426607879705767
Bit 927,0.0006417086467109977
Bit 918,0.0006383734657800185
Bit 439,0.0006381907277358808
Bit 1670,0.0006381858540847801
Bit 9,0.0006379836636351522
Bit 456,0.0006367835093233576
Bit 138,0.000636551387859238
Bit 458,0.00063565677475496
Bit 831,0.0006344584035319259
Bit 1412,0.0006326456214054481
Bit 1808,0.0006325977652236076
Bit 1849,0.0006324556394847361
Bit 529,0.0006301376042218802
Bit 33,0.0006298037015729205
Bit 1963,0.0006291419781168018
Bit 202,0.0006280249381284465
Bit 34,0.0006279710746817076
Bit 84,0.0006272797049464055
Bit 814,0.0006264614831863362
Bit 1649,0.000626168675090193
Bit 1921,0.0006258870963881703
Bit 1627,0.0006253895697049412
Bit 619,0.00062517399583808
Bit 1934,0.0006239501294403615
Bit 323,0.0006216851753540124
