Murcko_scafold,count,source
O=C1c2ccccc2[C@@H](Nc2ccccc2)N1c1ccccc1,1,RNA binders
c1ccc(Cn2ncc3cnc(-c4ccccc4)nc32)cc1,1,RNA binders
O=c1c2c(ccn1Cc1ccc3c(c1)OCO3)OC=C[C@H]2c1ccccc1,1,RNA binders
c1ccc2[nH]c(CNC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nc2c1,1,RNA binders
O=C(Nc1ccccc1)c1cc2c(-c3ccco3)c3c(nc2s1)CCCC3,1,RNA binders
c1ccc(CCn2cc(-c3cc(CN4CCCC4)cs3)nn2)cc1,1,RNA binders
O=C(NCCc1cn[nH]c1)C1CCCC1,1,RNA binders
c1ncc(-c2ccc3c(c2)CCO3)cn1,1,RNA binders
O=c1ccnc(NCCNC2CCC3(CCNCC3)CC2)[nH]1,1,RNA binders
c1ccc(N2CC[C@@H](C3CC3)C2)nc1,1,RNA binders
c1ccc(CNc2ccc3c(c2)ncn3C2CCCCC2)cc1,1,RNA binders
c1cncc(NCCNC2CCN(c3ncnc4sccc34)CC2)c1,1,RNA binders
O=C1C2=C(C(=O)c3ccccc31)[C@H](c1ccccc1)C=CO2,1,RNA binders
c1cc[nH]c1,1,RNA binders
c1cc(N2CC[C@H](CN3CCCCC3)C2)nc(N2CCCC2)n1,1,RNA binders
O=c1[nH]c2ccc(S(=O)(=O)NCc3cc4n(n3)CCNC4)cc2[nH]1,1,RNA binders
c1cnc2sc(-c3cc(-c4ccc5c(c4)OCO5)no3)cc2c1,1,RNA binders
O=C(Nc1cccc2ccccc12)N1CCC2(CCNCC2)C1,1,RNA binders
O=C(CCc1ccccc1)[C@H]1CCCN(C(=O)C2CCNCC2)C1,1,RNA binders
c1ccc(Nc2nccs2)cc1,1,RNA binders
c1ccc2c(c1)ccn2CCCN1CCCCC1,1,RNA binders
c1ccc(-c2ncc3c(n2)Oc2cnccc2C3)cc1,1,RNA binders
c1ccc(Cn2ccc(-c3ccccc3)n2)cc1,1,RNA binders
C1=C[C@@H](c2c[nH]nc2-c2ccccc2)c2c[nH]nc2O1,1,RNA binders
c1ccc(Sc2ccc3ccccc3c2)cc1,1,RNA binders
O=C(CN1CCCCCCC1)N1CC[C@@H](c2ccccc2)C1,1,RNA binders
c1ccc(Nc2c(-c3ccc(N4CCOCC4)cc3)nc3cnccn23)cc1,1,RNA binders
O=C(NCCc1c[nH]c2ccccc12)c1cc2ccc(-c3ccccn3)nc2s1,1,RNA binders
c1ccc(-n2cc(-c3nc4ccccc4s3)nn2)cc1,1,RNA binders
c1cc(N2CCC(N3CCCCC3)CC2)ncn1,1,RNA binders
O=S(=O)(/N=c1/[nH]c2ccccc2nc1NCCC1=CCCCC1)c1ccccc1,1,RNA binders
c1ccc(-c2csc(N3CCOCC3)n2)cc1,1,RNA binders
O=c1[nH]c(=O)c2[nH]c(NCc3ccccn3)nc2[nH]1,1,RNA binders
O=C(Cc1cn2ccsc2n1)N1CC[C@H](Cc2ccccc2)C1,1,RNA binders
O=C(CSc1nncs1)NCCCCc1ccccn1,1,RNA binders
c1cc(Nc2ccc(N3CCOCC3)cc2)n2ncnc2n1,1,RNA binders
O=C1C[C@H](NC2CCCCC2)C(=O)N1c1ccccc1,1,RNA binders
O=C(NC[C@@H]1CCCN1)c1ccoc1COc1ccccc1,1,RNA binders
O=C(c1cccc2nc[nH]c12)N1CCC[C@@]2(CCNC2)C1,1,RNA binders
c1ccc(CCCNc2ncnc3c2CCNCC3)cc1,1,RNA binders
O=C1CCCN1CCCNc1nc2ccccc2c2nc(-c3cccnc3)nn12,1,RNA binders
c1ccc(-n2nnnc2Oc2ccc(CNCc3cccnc3)cc2)cc1,1,RNA binders
c1nnc(-c2ccc(-c3ccc(CN4CCOCC4)cc3)cc2)s1,1,RNA binders
c1ccc(N2CCN(c3ccncn3)CC2)nc1,1,RNA binders
c1ccc(-c2nnc[nH]2)cc1,1,RNA binders
C1=C[C@H](c2ccc3c(c2)OCO3)c2c[nH]nc2O1,1,RNA binders
c1ccc2c(NCCCN3CCOCC3)ccnc2c1,1,RNA binders
O=C(CCc1cscn1)N1CCCN(Cc2ccccc2)CC1,1,RNA binders
c1nc2nc[nH]c(N[C@H]3CCCCO3)c-2n1,1,RNA binders
O=C(NC1c2ccccc2-c2ccccc21)c1cc2n(n1)CCCNC2,1,RNA binders
O=C1c2ccccc2C(=O)c2c1cccc2N1CCNCC1,1,RNA binders
c1ccc(-c2noc(-c3cn[nH]c3)n2)cc1,1,RNA binders
c1ccc(NCCn2cc(-c3ccco3)nn2)cc1,1,RNA binders
c1ccc(N2CCC(NC3CCCC3)CC2)cc1,1,RNA binders
c1cncc(-c2nc(CCNc3ncnc4c3CCNC4)cs2)c1,1,RNA binders
O=C1c2ccccc2[C@@H](Nc2ccccc2)N1C1CCNCC1,1,RNA binders
O=C(CNc1ccccc1)c1ccccc1,1,RNA binders
O=C(NCC1CCN(C(=O)Cc2ccccn2)CC1)c1ccccc1,1,RNA binders
c1cncc(OCCCNC2CCSCC2)c1,1,RNA binders
c1ccc(CN(CCCOc2ccc(-c3ccccc3)cc2)Cc2ccccc2)cc1,1,RNA binders
c1ccc(CCN2CCC[C@H](Nc3ncccn3)C2)cc1,1,RNA binders
c1ccc2c(-n3ncnc3[C@@H]3CCCN3)cccc2c1,1,RNA binders
c1ccc(C2CCN(c3ncnc4c3CCNCC4)C2)cc1,1,RNA binders
c1ccc(CC2CCN(c3nc4nonc4nc3Nc3ccccc3)CC2)cc1,1,RNA binders
O=C1CN(c2ccc(Oc3ccccc3)cc2)C=C1c1nc2ccccc2[nH]1,1,RNA binders
c1ccc(SCCCCCN2CCCCC2)cc1,1,RNA binders
c1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,1,RNA binders
c1nc(NCCCSc2nncs2)c2ccsc2n1,1,RNA binders
S=c1[nH]c2ccccc2c2ccccc12,1,RNA binders
c1ccc(CN2CCC(c3ccccc3)CC2)cc1,1,RNA binders
O=C(NCc1cnc(-c2ccccc2)s1)C1CCCC1,1,RNA binders
O=C1C[C@H](Nc2nc(-c3ccncc3)nc3c2CNC3)CN1,1,RNA binders
c1ccc2c(c1)Cc1cc(-c3cscn3)ccc1-2,1,RNA binders
O=C(COC(=O)c1cnon1)c1ccccc1,1,RNA binders
O=C1CCCc2c1n(CCCN1CCCCCC1)c1ccccc21,1,RNA binders
O=C(CCC(=O)N1CCCCCC1)NCC1CCNCC1,1,RNA binders
O=c1[nH]c2ccc(CCOc3ccc(CNCc4cccs4)cc3)cc2[nH]1,1,RNA binders
O=C(NCc1nc2cccnc2[nH]1)[C@@H]1CC2(CCNCC2)CN1,1,RNA binders
O=C(Nc1ccccc1)Nc1ccccc1,1,RNA binders
c1ccc(NCCCn2c3ccccc3c3ccccc32)cc1,1,RNA binders
O=C(NCc1ccccc1)c1cc2cccnc2s1,1,RNA binders
c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1,RNA binders
c1ccc(CNC2CCCCC2)cc1,1,RNA binders
O=C(NCCN1CCc2ccccc21)[C@H]1CNC[C@H](C(=O)N2CCOCC2)C1,1,RNA binders
O=c1c(NC2CCCCCC2)c(-c2ccccc2)c1=O,1,RNA binders
c1ccc(NCc2nc3ccccc3n2CCOc2ccccc2)cc1,1,RNA binders
c1ccc(-n2cncn2)c(CNc2ncnc3ccccc23)c1,1,RNA binders
c1cc(-c2nc3c(c(NCc4cnc[nH]4)n2)CCNC3)ccn1,1,RNA binders
c1ccc(CNCc2nc3ccccc3[nH]2)cc1,1,RNA binders
c1ccc(COc2cccc(CN3CCC(N4CCNCC4)CC3)c2)cc1,1,RNA binders
O=C(c1cc[nH]n1)N1CC[C@H](CN2CCCCCC2)C1,1,RNA binders
O=S(=O)(c1ccccc1)c1cnc2ccccc2c1Nc1ccc2c(c1)OCO2,1,RNA binders
O=c1c(NCc2ccccc2)c(NC2CCNCC2)c1=O,1,RNA binders
c1ccc(Cc2nc3ccccc3n2CCCOc2ccccc2)cc1,1,RNA binders
c1coc(CNc2ncnc3c2sc2nc(N4CCOCC4)c4c(c23)CCCC4)c1,1,RNA binders
c1ccc2nc(NCc3ccc4c(c3)OCO4)ncc2c1,1,RNA binders
c1ccc(CNCc2ccc3c(c2)OCO3)cc1,1,RNA binders
C(=C\c1ccccc1)\CN1CCN(CCCn2c3ccccc3c3ccccc32)CC1,1,RNA binders
C(=C1/Nc2ccccc2S1)\c1ccc[nH+]c1,1,RNA binders
c1cncc(NCCCNC2CCC3(CCNCC3)CC2)c1,1,RNA binders
c1cc(CN2CCOCC2)cc(CN2CCC(N3CCCCC3)CC2)c1,1,RNA binders
c1ccc(OCCCCNCCN2CCOCC2)cc1,1,RNA binders
c1cc2c(c(-c3ccc(C4CCCC4)cc3)c1)CCNC2,1,RNA binders
O=S1(=O)C=C(Nc2ccccc2)c2ccccc21,1,RNA binders
c1ccc(CN2CCN(CCCN3c4ccccc4Sc4ccccc43)CC2)cc1,1,RNA binders
c1ccc(-c2ccc(-c3ncccn3)cc2)cc1,1,RNA binders
c1ccc(-c2nnc(-c3ncc4ccccc4n3)o2)cc1,1,RNA binders
O=C(c1cccc(Nc2c(-c3ccccc3)nc3cnccn23)c1)N1CCCCC1,1,RNA binders
c1cc(NCCn2ccnc2-c2cc3n(n2)CCNC3)ccn1,1,RNA binders
O=C(CCc1ccco1)N1CC[C@H](CN2CCOCC2)C1,1,RNA binders
C(=C\c1ncnc(-c2ccccc2)n1)\c1ccccc1,1,RNA binders
c1ccc(CCNCc2ccccn2)cc1,1,RNA binders
O=C(CCc1cc2n(n1)CCNC2)N1CCN(c2ccncn2)CC1,1,RNA binders
O=C1CN(c2ccccc2)C=C1c1nc2ccccc2s1,1,RNA binders
O=c1[nH]c2ccc([C@@H]3C=COc4c3ccc3ccccc43)cc2[nH]1,1,RNA binders
c1ccc(COCCNc2ncnc3c2CCNC3)cc1,1,RNA binders
O=C(NCCn1cccn1)c1ccc([C@H]2CCCNC2)cc1,1,RNA binders
O=C(c1ccccc1)c1cc2ccc(-c3ccccc3)nc2s1,1,RNA binders
O=C1CCCN1CC(=O)N1CC[C@H](CN2CCCC2)C1,1,RNA binders
O=c1[nH]c2ccccc2n1C1CCN(c2ccncn2)CC1,1,RNA binders
c1ccc2sc(N3CCC(NCCn4cncn4)CC3)nc2c1,1,RNA binders
O=C(NCCNCc1ccccc1)c1cnon1,1,RNA binders
c1cc2nsnc2cc1CN1CCC2(CCC2)CC1,1,RNA binders
c1ccc(-c2[nH]c3ccnn3c2NC2CCCCC2)cc1,1,RNA binders
O=C(CCc1ccc(-c2ccccc2)[nH]1)N1CCCCCC1,1,RNA binders
c1ccc(-c2csc3ncnc(NCCc4cccs4)c23)cc1,1,RNA binders
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,1,RNA binders
O=S(=O)(NCc1cc2n(n1)CCCNC2)c1ccc(-n2cccn2)cc1,1,RNA binders
O=c1c(NCc2ccccc2)c(N2CCCCC2)c1=O,1,RNA binders
c1ccc(-c2ccc3c(c2)CCO3)cc1,1,RNA binders
O=C(Oc1ccn(S(=O)(=O)c2ccccc2)n1)c1ccccc1,1,RNA binders
c1cnc(-c2cccc3c2OCC3)nc1,1,RNA binders
O=C(NCCNCc1c(OCc2ccccc2)ccc2ccccc12)c1cnon1,1,RNA binders
O=C1Nc2ccccc2[C@]12C=COc1ccoc(=O)c12,1,RNA binders
O=C1CCCN1CCC1CCN(Cc2ccccc2)CC1,1,RNA binders
O=C1C[C@H](NCCc2ccccc2)C(=O)N1c1ccccc1,1,RNA binders
c1coc(-c2nc3ccccn3c2Nc2ccc3c(c2)OCCO3)c1,1,RNA binders
c1ccc2c(CCNCCCc3ccc4c(c3)OCO4)c[nH]c2c1,1,RNA binders
O=c1c(NCCN2CCCCCC2)c(N2CCNCC2)c1=O,1,RNA binders
O=C(Cn1cccn1)N1CC[C@H](CN2CCCCCC2)C1,1,RNA binders
c1ccc(-c2ccc3c(c2)CCO3)nc1,1,RNA binders
c1cn(Cc2cnc[nH]2)c(-c2cc3n(n2)CCNC3)n1,1,RNA binders
c1ccc2c(c1)sc1c(CN3CCCC3)cccc12,1,RNA binders
c1cncc(-c2nc3c(c(NC[C@H]4COc5ccccc5O4)n2)CCNC3)c1,1,RNA binders
c1ccc(Nc2ncnc(CN3CCC[C@H]3c3ccccc3)n2)cc1,1,RNA binders
O=C(CSc1nc2ccccc2s1)Nc1ccccc1,1,RNA binders
c1ccc(CN2CCCOCC2)cc1,1,RNA binders
c1ccc(Nc2nc(-c3cnc4ccccn34)cs2)cc1,1,RNA binders
c1ccc2c(c1)c1ccccc1n2CCCN1CCCCC1,1,RNA binders
O=C1C[C@H](Nc2ccc(Oc3ccccc3)cc2)C(=O)N1c1ccccc1,1,RNA binders
O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccccc1,1,RNA binders
O=S(=O)(c1cccs1)N1CCCC1,1,RNA binders
O=c1[nH]c(NCc2nc(-c3ccccc3)cs2)nc2c1CCNC2,1,RNA binders
c1ccc(NCc2c[nH]nn2)cc1,1,RNA binders
c1ccc(CCn2cnc3ccccc32)cc1,1,RNA binders
c1ccc(CCNCC2CCOCC2)cc1,1,RNA binders
C1=C[C@H](c2ccc(OCCCn3cnc4ccccc43)cc2)CC1,1,RNA binders
c1cc2c(s1)CCCCCCCCCC2,1,RNA binders
O=C(CCCn1ccnc1)N1CC[C@H](CN2CCCC2)C1,1,RNA binders
c1ccc(-c2n[nH]cc2CN2CCC3(CCC3)CC2)cc1,1,RNA binders
O=C(NCCc1ccsc1)c1cccc(NCc2ccccn2)c1,1,RNA binders
c1ccc(CNc2ccncn2)cc1,1,RNA binders
c1c[nH]c(CN2CCC3(CCC3)CC2)n1,1,RNA binders
O=c1[nH]c2ccc(CNC3CCCCCC3)cc2[nH]1,1,RNA binders
C1=C[C@H](c2ccccc2)c2c(n[nH]c2-c2ccccc2)O1,1,RNA binders
O=C(CSc1nncs1)N1c2ccccc2Sc2ccccc21,1,RNA binders
S=c1[nH]nc(-c2cc3cccnc3s2)[nH]1,1,RNA binders
O=c1ncccn1CCNC1CCC2(CCNCC2)CC1,1,RNA binders
c1ccc(Cn2nnc3cnnc(NCCCN4CCOCC4)c32)cc1,1,RNA binders
c1ccc2c(c1)[nH]c1nc(NCCCN3CCCCCC3)nnc12,1,RNA binders
c1ccc2c(CCNCc3cn[nH]c3)c[nH]c2c1,1,RNA binders
c1ccc(Nc2c(-c3ccc(N4CCOCC4)cc3)nc3ncccn23)cc1,1,RNA binders
N=c1[nH]ccs1,1,RNA binders
c1nnc(NC[C@H]2CCCCCN2)o1,1,RNA binders
O=C(Cn1c(-c2cnon2)nc2ccccc21)NCc1ccccc1,1,RNA binders
O=C1[C@H]2C[C@H]3N1CC[C@]31c3ccccc3-n3c1c2ccc3=O,1,RNA binders
C=C1C=NC=NC1=O,1,RNA binders
c1nc2c[nH]cnc-2n1,1,RNA binders
c1ccc(-c2oc3ncncc3c2-c2ccccc2)cc1,1,RNA binders
O=S(=O)(N1CCCC1)N1CCNCC1,1,RNA binders
C(=C1\Nc2ccccc2S1)\c1ccc[nH+]c1,1,RNA binders
C1=C[C@H]2C[C@H]2CC1,1,RNA binders
O=c1n(C[C@H]2CO2)c(=O)n(C[C@@H]2CO2)c(=O)n1C[C@H]1CO1,1,RNA binders
O=C(c1ccccc1)c1ccc2c3c(cccc13)C(=O)NC2=O,1,RNA binders
c1csc(-c2cn(Cc3ccc4c(c3)CCCO4)nn2)c1,1,RNA binders
O=c1[nH]c2ccc(CCOc3ccc(CNC4CCCCCC4)cc3)cc2[nH]1,1,RNA binders
c1ccc2c(CCNCc3ccc4c(c3)OCO4)c[nH]c2c1,1,RNA binders
O=C(CCc1cnc2ncnn2c1)Nc1ccc(CN2CCCCC2)cc1,1,RNA binders
c1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncn2)cc1,1,RNA binders
C1=C[C@@H](c2ccccc2)c2c(n[nH]c2-c2ccc3c(c2)OCO3)O1,1,RNA binders
c1ccc(-c2ccn3nc(-c4cccnc4)nc3n2)cc1,1,RNA binders
C1=C(CCNc2ccnc3c(-c4ccccc4)cnn23)CCCC1,1,RNA binders
c1ccc2c(c1)c1c3n2CCN[C@H]3CCC1,1,RNA binders
c1ccc(-c2cc(-c3ccco3)ccn2)cc1,1,RNA binders
O=C1C[C@@H]2CC[C@H]3[C@@H]4CCCC4CC[C@H]3C2CO1,1,RNA binders
O=S1(=O)CC[C@@H](S(=O)(=O)c2ccccc2)C1,1,RNA binders
c1ccc2c(c1)[nH]c1ccc(CN3CCC(N4CCNCC4)CC3)cc12,1,RNA binders
O=S1(=O)N=C(Nc2ccc(N3CCCC3)cc2)c2ccccc21,1,RNA binders
C1=C2C(=Nc3ccccc3N[C@H]2c2nc3ccccc3[nH]2)CCC1,1,RNA binders
c1cncc(CNCCc2c[nH]c3ccccc23)c1,1,RNA binders
O=C(Nc1ccccc1)c1csc2c1CCCCC2,1,RNA binders
O=C(Nc1ccccc1)c1cn(Cc2ccccc2)nn1,1,RNA binders
c1ccc(CNc2ccc3[nH]cnc3c2)cc1,1,RNA binders
c1cncc(-c2ncc3ccccc3n2)c1,1,RNA binders
c1ccc(OCCNCc2ccsc2)nc1,1,RNA binders
O=C1OCC[C@]12CC(c1csc(Nc3ccccc3)n1)OC2=O,1,RNA binders
c1ccc(N2CCc3[nH]c4ccccc4c3C2)nc1,1,RNA binders
c1ccc(CNCc2ccc3[nH]ccc3c2)cc1,1,RNA binders
O=C(NCCOc1ccccc1)c1c[nH]nn1,1,RNA binders
c1ccc2c(c1)c1ccccc1n2CCCN1CCNCC1,1,RNA binders
c1ccc(N2CCN(c3ccncn3)CC2)cc1,1,RNA binders
O=C(Nc1ccc(Oc2ccc(NC(=O)c3ccccc3)cc2)cc1)c1ccccc1,1,RNA binders
c1cc2c(c(-c3cncnc3)c1)CCNC2,1,RNA binders
c1ccc(Nc2nc(-c3cccs3)cs2)cc1,1,RNA binders
O=C(CCc1cc2n(n1)CCCNC2)NCc1cccnc1-n1cncn1,1,RNA binders
c1cc2cc(-c3ccc4c(c3)CCO4)ccc2o1,1,RNA binders
O=C1Nc2ccccc2[C@]12C=COc1ccccc12,1,RNA binders
c1ccc(-c2cn[nH]c2C2CCN(c3ccncn3)CC2)cc1,1,RNA binders
O=C1CN(C2CCCCCCC2)C=C1c1nc(-c2ccccc2)cs1,1,RNA binders
O=C1C[C@H](c2nc3ccccc3n2CCCOc2ccccc2)CN1c1ccccc1,1,RNA binders
N=c1[nH]c2c(s1)[C@@H](c1ccc(OC3CCCC3)cc1)CC(=O)N2,1,RNA binders
c1ccc(-c2ccc(-c3nc4ccccc4o3)cc2)cc1,1,RNA binders
O=S1(=O)N=C(Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c2ccccc21,1,RNA binders
c1cc(CNCc2cc3n(n2)CCCNC3)[nH]n1,1,RNA binders
c1coc(CNc2nc3ccccc3cc2-c2ncon2)c1,1,RNA binders
c1ccc(-c2noc(-c3cccnc3NC3CCCCC3)n2)cc1,1,RNA binders
O=C1c2ccccc2S(=O)(=O)N1COc1cc(=O)n2cccc(OCCN3CCCCC3)c2n1,1,RNA binders
O=C(N=C1C=CC(=C2NCCN2)C=C1)c1ccc(C(=O)N=C2C=CC(=C3NCCN3)C=C2)cc1,1,RNA binders
C1CC(CC2CC2)CN(C2CSCCSC2)C1,1,RNA binders
c1cc(-c2nc(N3CCCC4(CCNCC4)CC3)c3cn[nH]c3n2)ccn1,1,RNA binders
O=[PH]1OCC[C@@H]2CCCCN21,1,RNA binders
c1nc(CNC2CCSCC2)cs1,1,RNA binders
C=C1C=CNC(=O)N1,1,RNA binders
CC(C)=CCC/C(C)=C\C(N)=O,1,RNA binders
c1ccc(-c2ccc(CNCc3ccco3)o2)cc1,1,RNA binders
O=C(Nc1ccccc1)c1cc2ccc(-c3ccncc3)nc2s1,1,RNA binders
c1ccc(-c2n[nH]cc2CNC[C@H]2CCNC2)cc1,1,RNA binders
N=C1C=CC=C/C1=C\NCCCC/N=C/c1ccccc1,1,RNA binders
O=C1C=Cc2c/c(=C3\NN/C(=N/c4ccccc4)S3)c(=O)oc2=C1,1,RNA binders
c1ccc(-c2nc3c4ccccc4nc(NCCCN4CCCCCC4)n3n2)cc1,1,RNA binders
C(=C\c1ncc(NCCCN2CCOCC2)o1)\c1ccccc1,1,RNA binders
c1ccc(C2(CCNCc3cccnc3)CCOCC2)cc1,1,RNA binders
c1ccc(-c2ncc(NC3CCCCC3)o2)cc1,1,RNA binders
O=c1[nH]c2ccc(CNCc3ccccc3)cc2[nH]1,1,RNA binders
c1cc(NCCNC2CCN(c3ccncn3)CC2)ccn1,1,RNA binders
C1=C[C@H]2C[C@@H]1C[C@H]2CCNc1nc(-c2cccnc2)nc2c1CCNC2,1,RNA binders
O=C1C[C@H](Nc2ccc(N3CCOCC3)cc2)C(=O)N1c1ccccc1,1,RNA binders
c1ccc(Nc2nc3ccccc3cc2-c2ncon2)cc1,1,RNA binders
c1ccc(COc2ccccc2CNCc2ccco2)cc1,1,RNA binders
O=c1ncccn1CCNC1CCN(Cc2ccccc2)CC1,1,RNA binders
O=C(c1ccc([C@H]2CCCNC2)cc1)N1CCCN(c2ccccc2)CC1,1,RNA binders
c1cncc(-c2ccnc(-c3ccc(N4CCCCC4)cc3)c2)c1,1,RNA binders
O=S1(=O)CC[C@@H](N2CCN(Cc3ccccc3)CC2)C1,1,RNA binders
c1coc(CNCCCn2c3ccccc3c3ccccc32)c1,1,RNA binders
c1ccc(CN2CCCN(c3nccc(N4CCCC4)n3)CC2)cc1,1,RNA binders
O=C(NCCCN1CCCCCC1)c1c[nH]nn1,1,RNA binders
c1cc(NCc2ccc3c(c2)OCO3)ncn1,1,RNA binders
c1ccc(Cn2c(CNc3ccccc3)nc3ccccc32)cc1,1,RNA binders
O=C1NCCN1CCNCc1ccccc1,1,RNA binders
O=C1C=C(Nc2ccccc2)S[C@@H](c2ccccc2)N1,1,RNA binders
c1ccc(CNc2nccc(-c3ccccc3)n2)cc1,1,RNA binders
O=C(CN1CCCCCCC1)N1CCCC1,1,RNA binders
O=C(NCCNc1cccnc1)c1cnc(Nc2ccccc2)nc1,1,RNA binders
c1ccc(OCCCn2cccn2)cc1,1,RNA binders
O=C(c1ccoc1)N1CCCN(C2CCC3(CCNCC3)CC2)CC1,1,RNA binders
O=S(=O)(c1ccc(-c2csc(Nc3ccccc3)n2)cc1)N1CCCCC1,1,RNA binders
c1ccc2c(-c3nc4ccccn4c3NC3CCCC3)c[nH]c2c1,1,RNA binders
O=c1ccc2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccc(N2CCNCC2)cc1,1,RNA binders
c1ccc(-c2c[nH]c3ccccc23)cc1,1,RNA binders
O=C(CSc1nc[nH]n1)N1c2ccccc2Sc2ccccc21,1,RNA binders
c1cncc(-c2nc3c(c(NCc4cc[nH]n4)n2)CCNC3)c1,1,RNA binders
O=C(CSc1nncs1)Nc1ccccc1,1,RNA binders
O=C(NCCCN1CC1)Nc1cccc2ccccc12,1,RNA binders
c1ccc(OCCNCCN2CCOCC2)cc1,1,RNA binders
c1ccc(-c2cc(N3CCOCC3)n3nccc3n2)cc1,1,RNA binders
c1ccc(CNc2ncnc3c2CCNC3)cc1,1,RNA binders
c1ccc(-c2nc3c(c(NCCc4ncn[nH]4)n2)CCNCC3)nc1,1,RNA binders
c1cc(CN2CCCCC2)cc(-n2ccnc2-c2cc3n(n2)CCCNC3)c1,1,RNA binders
c1cncc(-c2nc3c(c(NCc4cccs4)n2)CCNC3)c1,1,RNA binders
O=C(c1cccn1C1CC1)N1CCC[C@H](CN2CCCC2)C1,1,RNA binders
c1ccc2c(c1)CC1(CCCCC1)c1cncnc1-2,1,RNA binders
O=C(CCc1cc2n(n1)CCNC2)N1CC[C@H](n2cccn2)C1,1,RNA binders
O=c1c2c3c(sc2ncn1Cc1nc(-c2ccccc2)no1)CNCC3,1,RNA binders
c1coc(-c2nc3nccc(Nc4ccc(N5CCNCC5)cc4)n3n2)c1,1,RNA binders
O=C1CCOc2cc(-c3ccc4c(c3)CCO4)ccc21,1,RNA binders
O=C(Nc1ccccc1)c1cn(-c2ccccc2)nn1,1,RNA binders
C1CCCC(N2CCC(N3CCNCC3)CC2)CC1,1,RNA binders
C1=C[C@@H](c2ccccc2)c2c(n[nH]c2-c2ccc3ccccc3c2)O1,1,RNA binders
c1cc(NCc2ccc3c(c2)OCO3)[nH]n1,1,RNA binders
c1ccc2c(c1)nc1cc3c(c(NCCN4CCOCC4)n12)CCCC3,1,RNA binders
O=C(NCc1nc2ccccc2[nH]1)c1ccccc1,1,RNA binders
c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,1,RNA binders
O=C(c1ccccc1)c1cncn1-c1ccccc1,1,RNA binders
c1ccc2nc(N3CC[C@@H](C4CC4)C3)ccc2c1,1,RNA binders
c1ccc2c(c1)nc(NC1CCNCC1)n1cnnc21,1,RNA binders
O=S1(=O)N=C(Nc2ccccc2N2CCCC2)c2ccccc21,1,RNA binders
c1ccc(-c2cc3nccc(NC4CCCCC4)n3n2)cc1,1,RNA binders
c1ccc(-c2nc3c(c(NCc4ccccn4)n2)CCNC3)cc1,1,RNA binders
O=C1c2ccccc2C(=O)c2cc(OCCCN3CCOCC3)ccc21,1,RNA binders
O=C(CCc1cnc[nH]1)NCC1CCN(c2cn[nH]c(=O)c2)CC1,1,RNA binders
c1ccc(-c2csc(-c3ccccc3)n2)cc1,1,RNA binders
c1ccc(Nc2c(-c3ccncc3)nc3ccccn23)cc1,1,RNA binders
c1ccc(-c2ncn(CCc3cccs3)c2-c2cncnc2)cc1,1,RNA binders
c1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1,1,RNA binders
O=C1c2cccnc2[C@@H](Nc2ccccc2)N1Cc1cccs1,1,RNA binders
O=C(CCc1nc(-c2ccccc2)no1)N1CCCCC1,1,RNA binders
O=C1CCCC2=C1[C@@H](c1cccnc1)C=CO2,1,RNA binders
c1ccc(Oc2ccc(CNCc3cc4n(n3)CCCNC4)cc2)cc1,1,RNA binders
c1cc(-c2nnn[nH]2)ccc1CN1CC[C@H](CN2CCCC2)C1,1,RNA binders
c1ccc(-c2noc(-c3cccnc3NC[C@H]3CCCO3)n2)cc1,1,RNA binders
c1ccc(N2CCN(CCCNc3nc4ccccc4c4ncnn34)CC2)cc1,1,RNA binders
O=C(CCCNc1ccccc1)N/N=C/c1cccs1,1,RNA binders
C1CNCCC2(C1)CCNCC2,1,RNA binders
c1cc(CNC2CCNCC2)no1,1,RNA binders
O=c1c(NCCCc2ccccc2)c(-c2ccccc2)c1=O,1,RNA binders
c1coc(-c2nc3c(c(N4CCCCC4)n2)CCNCC3)c1,1,RNA binders
O=C(Oc1cccc(NC2=NS(=O)(=O)c3ccccc32)c1)c1ccco1,1,RNA binders
c1cc(-c2cnc3[nH]cnc3c2)c2cc[nH]c2n1,1,RNA binders
c1ccc(CNCC[C@H](c2ccccc2)c2ccco2)cc1,1,RNA binders
c1ccc(CN2CCCC[C@@H]2CCn2ccnc2)cc1,1,RNA binders
O=C(Nc1ccccc1)NC1CCNCC1,1,RNA binders
O=c1ncccn1CCNc1nccc(N2CCCC2)n1,1,RNA binders
O=C(NCCn1cccnc1=O)[C@@H]1CC2(CCNCC2)CN1,1,RNA binders
O=C(c1ccccc1)c1ccsc1,1,RNA binders
O=C1c2ccccc2[C@@H](Nc2ccccc2)N1c1ccccn1,1,RNA binders
c1ccc(-c2cc(CNCC3=NO[C@@H](Cc4ccc5c(c4)OCO5)C3)on2)cc1,1,RNA binders
