Feature,Importance
Bit 1434,0.00043845337
Bit 1320,0.00043811777
Bit 391,0.0004377439
Bit 1864,0.00043772068
Bit 1930,0.00043713412
Bit 279,0.00043650458
Bit 103,0.00043649672
Bit 905,0.00043642535
Bit 756,0.0004362466
Bit 12,0.0004359599
Bit 1142,0.00043554173
Bit 1499,0.00043486612
Bit 100,0.00043476807
Bit 139,0.0004338854
Bit 1289,0.0004338152
Bit 1510,0.00043355252
Bit 1954,0.00043339355
Bit 208,0.0004324968
Bit 844,0.0004322478
Bit 1045,0.0004317495
Bit 221,0.00043169962
Bit 1070,0.0004314535
Bit 1693,0.00043139464
Bit 1422,0.0004312375
Bit 672,0.0004311855
Bit 877,0.0004310305
Bit 1612,0.0004309314
Bit 1572,0.000430805
Bit 1020,0.00043048325
Bit 489,0.00043008817
Bit 1819,0.00042982688
Bit 1922,0.00042971034
Bit 395,0.00042951657
Bit 1928,0.0004293955
Bit 506,0.00042923767
Bit 138,0.00042863085
Bit 848,0.000428404
Bit 1884,0.00042838667
Bit 825,0.0004281148
Bit 130,0.00042777025
Bit 1623,0.000427569
Bit 262,0.00042755692
Bit 1863,0.0004275423
Bit 690,0.0004273858
Bit 2038,0.00042724077
Bit 843,0.00042696606
Bit 813,0.0004268733
Bit 981,0.0004267408
Bit 953,0.00042597542
Bit 253,0.00042562446
Bit 168,0.00042553054
Bit 1200,0.00042538953
Bit 1385,0.00042525618
Bit 938,0.00042522757
Bit 1914,0.00042503513
Bit 809,0.00042414464
Bit 1846,0.00042402992
Bit 671,0.0004238067
Bit 1064,0.00042378798
Bit 1352,0.0004236433
Bit 301,0.00042357214
Bit 571,0.00042352718
Bit 1004,0.0004227724
Bit 958,0.00042266172
Bit 1157,0.00042238948
Bit 1679,0.00042237996
Bit 91,0.00042210915
Bit 1048,0.0004212857
Bit 837,0.00042088935
Bit 1557,0.00042046528
Bit 972,0.00042019636
Bit 524,0.00041956626
Bit 1832,0.00041954243
Bit 118,0.00041949353
Bit 599,0.00041942694
Bit 1429,0.00041940267
Bit 24,0.0004193367
Bit 1865,0.00041922115
Bit 1231,0.00041881704
Bit 1505,0.00041862723
Bit 1890,0.0004184679
Bit 1372,0.00041806226
Bit 334,0.00041777696
Bit 1547,0.0004173763
Bit 354,0.00041696097
Bit 152,0.00041687055
Bit 141,0.00041624578
Bit 1042,0.0004161903
Bit 1886,0.00041606047
Bit 1469,0.0004157559
Bit 622,0.00041542537
Bit 1833,0.00041541655
Bit 2015,0.0004149937
Bit 176,0.0004146334
Bit 1718,0.0004145701
Bit 1348,0.0004145216
Bit 747,0.00041443136
Bit 290,0.00041423822
Bit 311,0.0004141565
Bit 252,0.0004141478
Bit 814,0.00041382996
Bit 903,0.00041349992
Bit 845,0.00041292585
Bit 797,0.0004127552
Bit 1655,0.0004127551
Bit 1095,0.0004126409
Bit 854,0.00041263734
Bit 1609,0.0004124365
Bit 52,0.00041243035
Bit 1356,0.0004124197
Bit 993,0.00041231167
Bit 1948,0.00041230535
Bit 1756,0.0004122251
Bit 1748,0.00041214947
Bit 2032,0.00041187066
Bit 1213,0.00041151923
Bit 1279,0.00041121486
Bit 48,0.00041111614
Bit 1245,0.00041048665
Bit 1148,0.0004102638
Bit 79,0.00041017638
Bit 572,0.00041013482
Bit 1743,0.00040993787
Bit 1964,0.00040970443
Bit 556,0.00040964756
Bit 1164,0.00040946907
Bit 1049,0.00040946694
Bit 284,0.00040935568
Bit 1427,0.00040899674
Bit 798,0.0004083654
Bit 204,0.00040789752
Bit 236,0.0004077859
Bit 750,0.00040765028
Bit 1406,0.00040706553
Bit 1566,0.00040681782
Bit 1107,0.0004067493
Bit 175,0.0004067004
Bit 1443,0.000406487
Bit 75,0.0004062616
Bit 906,0.00040601037
Bit 859,0.00040588292
Bit 759,0.0004057188
Bit 1767,0.00040563766
Bit 1587,0.00040549954
Bit 211,0.0004054727
Bit 856,0.0004053905
Bit 1229,0.000405315
Bit 731,0.00040518286
Bit 330,0.00040500303
Bit 318,0.00040486798
Bit 2033,0.00040376207
Bit 1563,0.00040366684
Bit 122,0.00040347662
Bit 601,0.00040312763
Bit 1389,0.0004031152
Bit 322,0.0004030853
Bit 1296,0.00040282798
Bit 558,0.0004025589
Bit 2031,0.00040251596
Bit 5,0.00040223738
Bit 1328,0.0004017756
Bit 1908,0.00040144613
Bit 541,0.00040137605
Bit 194,0.00040100486
Bit 760,0.00040091513
Bit 1033,0.00040069467
Bit 716,0.00040066137
Bit 821,0.00040057895
Bit 828,0.0004002252
Bit 1257,0.0003997794
Bit 1595,0.0003996675
Bit 1353,0.0003996005
Bit 658,0.00039957487
Bit 1130,0.0003995634
Bit 1199,0.000399245
Bit 1586,0.0003991434
Bit 1818,0.0003991403
Bit 457,0.00039886916
Bit 774,0.00039848
Bit 1553,0.00039829922
Bit 904,0.00039821578
Bit 974,0.00039805216
Bit 379,0.00039731798
Bit 1840,0.000397098
Bit 1267,0.0003970782
Bit 1529,0.0003970149
Bit 487,0.00039688763
Bit 870,0.00039667237
Bit 1462,0.00039664732
Bit 483,0.00039640878
Bit 1542,0.00039605726
Bit 131,0.00039585668
Bit 647,0.0003957057
Bit 1665,0.00039554582
Bit 238,0.00039549888
Bit 1907,0.00039549696
Bit 1569,0.00039547455
Bit 775,0.0003951474
Bit 1682,0.00039483578
Bit 17,0.00039480228
Bit 1270,0.000394686
Bit 484,0.000394682
Bit 585,0.00039455562
Bit 1976,0.00039443705
Bit 121,0.00039405518
Bit 1386,0.0003938003
Bit 1574,0.0003932364
Bit 762,0.00039303998
Bit 1561,0.000393034
Bit 1721,0.0003929462
Bit 1971,0.00039291516
Bit 107,0.00039291164
Bit 1570,0.0003928987
Bit 2037,0.00039267776
Bit 1268,0.00039218835
Bit 1626,0.00039173657
Bit 360,0.0003916994
Bit 1381,0.00039122763
Bit 1254,0.00039104934
Bit 1805,0.00039093939
